show_id_imdb,title,type_orginal,director_orginal,country_orginal,date_added_orginal,release_year_orginal,listed_in_orginal,description_orginal,duration,rating_imdb
80049871,Michael Che Matters,Movie,Oz Rodriguez,United States,"November 25, 2016",2016,Stand-Up Comedy,"""SNL"" star Michael Che takes on hot-button topics like inequality, homophobia and gentrification in this stand-up set filmed live in Brooklyn.",61 min,6.5
80186862,Michael Lost and Found,Movie,Daniel Wilner,"Canada, United States","June 1, 2017",2017,"Documentaries, International Movies, LGBTQ Movies","Benjie Nycum travels to Wyoming to visit his ex-lover, Michael Glatze, a former gay activist who now lives with his wife and works as a church pastor.",19 min,5.3
81036542,Michelle Wolf: Joke Show,Movie,Lance Bangs,United States,"December 10, 2019",2019,Stand-Up Comedy,"Comedian Michelle Wolf takes on outrage culture, massages, childbirth, feminism and much more (like otters) in a stand-up special from New York City.",60 min,7
80105067,Middle School: The Worst Years of My Life,Movie,Steve Carr,"United States, Cambodia","March 3, 2019",2016,"Children & Family Movies, Comedies","At Hills Village Middle School, budding cartoonist Rafe and best pal Leo challenge their uptight principal by breaking every rule in his handbook.",92 min,6.4
80113037,Midnight Diner: Tokyo Stories,TV Show,,Japan,"October 31, 2019",2019,"International TV Shows, TV Dramas",Patrons of an otherwise mundane Japanese diner find simple yet profound connections with one another based on the shared love of a particular dish.,2 Seasons,8.5
81066709,Midnight Misadventures With Mallika Dua,TV Show,,India,"April 1, 2019",2018,"International TV Shows, Stand-Up Comedy & Talk Shows, TV Comedies","In this talk show, comedian Mallika Dua serves up big laughs as Shalishka and whips up a meal with her celebrity pals who dish on their diets and lives.",1 Season,3.1
80211492,Mighty Little Bheem,TV Show,,,"September 25, 2020",2020,"Kids' TV, TV Comedies",An innocent toddler’s boundless curiosity – and extraordinary might – lead to mischief and adventure in his small Indian town.,2 Seasons,7.5
81020066,Mighty Little Bheem: Diwali,TV Show,,India,"October 18, 2019",2019,"Kids' TV, TV Comedies","From decorating his home to devouring sweets, join Bheem as he makes merry – and a bit of mischief – while the festival of lights is in full swing.",1 Season,6.5
70213235,Mighty Morphin Alien Rangers,TV Show,,,"January 1, 2016",1996,Kids' TV,Visitors arrive from space to help Red Ranger and his squad – temporarily stripped of their powers – fight against Lord Zedd and Rita Repulsa.,1 Season,6.8
70184128,Mighty Morphin Power Rangers,TV Show,,"United States, Japan","January 1, 2016",2010,Kids' TV,"Five average teens are chosen by an intergalactic wizard to become the Power Rangers, who must use their new powers to fight the evil Rita Repulsa.",4 Seasons,6.8
80133550,Mike Birbiglia: Thank God for Jokes,Movie,"Seth Barrish, Mike Birbiglia",United States,"February 28, 2017",2017,Stand-Up Comedy,"Comedian Mike Birbiglia takes the stage in Brooklyn and hits on hard truths about puppets, late people and the very real dangers of being funny.",71 min,6.8
81062293,Mike Birbiglia: The New One,Movie,Seth Barrish,United States,"November 26, 2019",2019,Stand-Up Comedy,Comedian Mike Birbiglia hits Broadway with a hilarious yet profound one-man show that recounts his emotional and physical journey to parenthood.,86 min,7.7
70091304,Mike Birbiglia: What I Should Have Said Was Nothing: Tales from My Secret Public Journal,Movie,,United States,"November 22, 2019",2008,Stand-Up Comedy,Mike Birbiglia performs in this live concert special that features a riotous selection of the unique insights and observations culled from his diary.,56 min,7.6
80039655,Mike Epps: Don't Take It Personal,Movie,L. Frazier,United States,"December 18, 2015",2015,Stand-Up Comedy,Mike Epps tears up the stage at L.A.'s historic Orpheum Theatre in a special packed with blistering impressions and unapologetically raunchy swagger.,60 min,4.3
80996192,Mike Epps: Only One Mike,Movie,Kevin Bray,United States,"June 25, 2019",2019,Stand-Up Comedy,"In a raw stand-up comedy special, Mike Epps mixes it up as he tackles sexual misconduct, special ed, aging body parts and much more.",63 min,5
80108149,Milada,Movie,David Mrnka,"Czech Republic, United States","January 12, 2018",2017,"Dramas, International Movies",Politician and human rights campaigner Milada Horáková battles against all odds to defend her beliefs in a Czechoslovakia under Communist rule.,124 min,6.5
70100084,Milk,Movie,Gus Van Sant,United States,"February 16, 2017",2008,"Dramas, Independent Movies, LGBTQ Movies","Sean Penn stars in this biopic about Harvey Milk, the openly gay San Francisco politician who was murdered by a disgruntled city supervisor in 1978.",128 min,7.6
81042948,Millennials,TV Show,,Argentina,"November 5, 2019",2019,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows",A group of millennials copes with the pressures of adulting by tackling a diverse set of problems from unemployment to cheating.,2 Seasons,4.7
81004322,Million Pound Menu,TV Show,,United Kingdom,"August 27, 2019",2019,"British TV Shows, International TV Shows, Reality TV",Next-gen restaurateurs get the chance to open their own pop-up eateries to impress the paying public – and a panel of discerning U.K. investors.,2 Seasons,6.7
80170687,Million Yen Women,TV Show,,Japan,"August 15, 2017",2017,"Crime TV Shows, International TV Shows, TV Dramas","Five beautiful but mysterious women move in with unsuccessful novelist Shin, who manages their odd household in exchange for a tidy monthly sum.",1 Season,8
80157207,Mind Game,TV Show,,Singapore,"June 1, 2017",2015,"Crime TV Shows, International TV Shows, TV Dramas","With the help of a cop, a psychologist and a woman who can foretell the future, a brilliant paralegal works to solve an array of perplexing mysteries.",1 Season,7.9
80169611,MindGamers,Movie,Andrew Goth,Austria,"January 15, 2020",2017,"International Movies, Sci-Fi & Fantasy, Thrillers","Brilliant young students discover a breakthrough that could change humankind, but soon find themselves the subjects of a much bigger experiment.",99 min,4
80157866,Mindhorn,Movie,Sean Foley,United Kingdom,"May 12, 2017",2017,"Comedies, Cult Movies, Independent Movies","When a twisted killer tells the police he'll only speak to a fictional 1980s TV detective, the washed-up actor who played him takes the gig.",88 min,6.3
80114855,MINDHUNTER,TV Show,,United States,"August 16, 2019",2019,"Crime TV Shows, TV Dramas, TV Mysteries",In the late 1970s two FBI agents expand criminal science by delving into the psychology of murder and getting uneasily close to all-too-real monsters.,2 Seasons,8.6
80123777,Mine,Movie,"Fabio Guaglione, Fabio Resinaro","United States, Spain, Italy","February 28, 2019",2016,"Dramas, International Movies, Thrillers","When a Marine's mission goes awry, he must survive behind enemy lines – without stepping off a mine – among the harsh elements of a desert war zone.",106 min,6
80227995,Minecraft: Story Mode,TV Show,,"United States, Sweden","November 27, 2018",2015,Kids' TV,"Take control of an adventure set in the Minecraft universe. The future of the world is at stake, and your decisions shape the story – so choose wisely!",1 Season,5.7
81013148,Mini Wolf,TV Show,,France," September 16, 2018",2014,Kids' TV,Mini-Wolf and his fun-loving pals friends are always on the look out for a new adventure – even if it includes a little bit of mischief.,2 Seasons,0
80176449,Miniforce,TV Show,,,"June 1, 2017",2016,"Kids' TV, Korean TV Shows",Four animal superheroes called the Miniforce transform into robots to protect small and defenseless creatures from the hands of scheming villains.,1 Season,0
81036448,Miniforce X,TV Show,,South Korea,"October 1, 2019",2018,"Kids' TV, Korean TV Shows",Zenos wants to use the Earth’s negative energy for his own good – and it's up to Miniforce X to stop this space alien’s evil plans.,1 Season,0
80114460,Minimalism: A Documentary About the Important Things,Movie,Matt D'Avella,United States,"November 4, 2019",2016,Documentaries,People dedicated to rejecting the American ideal that things bring happiness are interviewed in this documentary showing the virtues of less is more.,78 min,6.8
80998565,Minnaminugu the FireFly,Movie,Anil Thomas,India,"August 1, 2018",2017,"Dramas, International Movies","A nameless widow juggles multiple jobs to support her daughter’s decision to study abroad, only to discover that she has other plans.",128 min,0
81026478,Minute to Win It,TV Show,,United States,"December 15, 2018",2013,Reality TV,"In this game show hosted by Olympian Apolo Anton Ohno, contestants compete by completing 60-second challenges using common household items.",1 Season,5.4
60033300,Miracle,Movie,Gavin O'Connor,"Canada, United States","June 1, 2018",2004,"Children & Family Movies, Dramas, Sports Movies",U.S. hockey coach Herb Brooks unites a motley crew of college athletes and turns them into a force to be reckoned with at the 1980 Winter Olympics.,136 min,7.7
80164216,Miraculous: Tales of Ladybug & Cat Noir,TV Show,Thomas Astruc,"France, South Korea, Japan","February 1, 2020",2019,"Kids' TV, TV Action & Adventure","When Paris is in peril, Marinette becomes Ladybug. Little does she know, her school crush Adrien is actually Cat Noir, another city-saving superhero.",4 Seasons,8.5
80991158,Mirage,Movie,Oriol Paulo,Spain,"March 22, 2019",2018,"Dramas, International Movies, Sci-Fi & Fantasy","A space-time continuum glitch allows Vera to save a boy's life 25 years earlier, but results in the loss of her daughter, whom she fights to get back.",129 min,7.6
80237423,Miranda Sings Live…Your Welcome,Movie,Marcus Raboy,United States,"June 4, 2019",2019,Stand-Up Comedy,"Viral video star Miranda Sings and her real-world alter ego Colleen Ballinger share the stage in a special packed with music, comedy and ""magichinry.""",62 min,5.9
80117596,Mirzya,Movie,Rakeysh Omprakash Mehra,India,"February 20, 2017",2016,"Dramas, International Movies, Music & Musicals",A modern love story is connected to an ancient folk tale as star-crossed lovers from different social classes are kept apart by their families.,129 min,5
80165295,Misaeng,TV Show,,South Korea,"August 8, 2019",2014,"International TV Shows, Korean TV Shows, TV Dramas","Equipped with nothing more than a GED and strategies for the game of go, an office intern gets thrown into the cold reality of the corporate world.",1 Season,8.7
80994162,Misfit,Movie,Erwin van den Eshof,Netherlands,"August 3, 2019",2017,"Children & Family Movies, Comedies, International Movies","After living in America for years, a teenage girl moves back to the Netherlands and is quickly singled out as a misfit by the popular clique at school.",81 min,4.8
81152642,Miss Culinary,TV Show,,,"November 19, 2019",2019,"International TV Shows, Romantic TV Shows, TV Comedies","After ditching her domestic life to become a chef, a clueless maid crosses paths with two charming suitors who help her reach her dreams.",1 Season,0
80100933,Miss Dynamite,TV Show,,Mexico,"May 5, 2018",2015,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","Wealthy, beautiful Valentina falls in love, only to realize that her man and her family are involved with one of Mexico's most powerful drug cartels.",1 Season,4.4
80075828,Miss Hokusai,Movie,Keiichi Hara,Japan,"October 1, 2017",2015,Anime Features,"Herself a talented artist, O-Ei works with her father, Tetsuzo, later known as Hokusai, on the woodblock prints that would make Edo famous worldwide.",90 min,6.8
80158044,Miss in Kiss,TV Show,,Taiwan,"December 8, 2016",2016,"International TV Shows, Romantic TV Shows, TV Comedies","A quirk of fate sends an ordinary, sweet-natured high school girl and her father into the home of the school genius, on whom she has a huge crush.",1 Season,7.7
81036533,Miss J Contemplates Her Choice,Movie,Jason Lai,Singapore,"December 20, 2018",2014,"Dramas, International Movies, Thrillers",The life of a radio talk-show host is turned upside down after a murderous caller dials into her program and asks her to choose his next victim.,89 min,5.1
80017275,Miss Julie,Movie,Liv Ullmann,"Norway, United Kingdom, France, Ireland","September 2, 2015",2014,"Dramas, International Movies","On a summer night in 1890 Ireland, the unsettled daughter of aristocrats coaxes her father's valet to seduce her, though he's engaged to their cook.",130 min,5.6
80205978,Miss Me This Christmas,Movie,Kenny Young,United States,"December 19, 2017",2017,Romantic Movies,"With their divorce set to become final on Christmas day, a couple must decide if they're really ready to throw in the towel on their relationship.",85 min,4.6
80126214,Miss Panda & Mr. Hedgehog,TV Show,,South Korea,"December 15, 2016",2012,"International TV Shows, Korean TV Shows, Romantic TV Shows","When a gifted patissier with a gloomy past meets a bright and easygoing café owner, he begins to shed his thorns and learns to love again.",1 Season,6.8
70167128,Miss Representation,Movie,Jennifer Siebel Newsom,United States,"October 20, 2017",2011,Documentaries,Explore how the mainstream media's often disparaging portrayals of women contribute to the under-representation of females in positions of leadership.,90 min,7.8
80108494,Miss Rose,TV Show,,Taiwan,"August 1, 2016",2015,"International TV Shows, Romantic TV Shows, TV Comedies","Resolving to get married soon, hardworking Si-yi finds love in an unexpected place, but her ex and her job interfere with her plans.",1 Season,6
80079428,Miss Sharon Jones!,Movie,Barbara Kopple,United States,"January 7, 2017",2015,"Documentaries, Music & Musicals",This uplifting documentary follows R&B singer Sharon Jones's battle with pancreatic cancer while keeping her band intact for a return to the stage.,94 min,7.3
80105358,Miss Stevens,Movie,Julia Hart,United States,"December 19, 2016",2016,"Dramas, Independent Movies",Emotionally vulnerable teacher Rachel accompanies three students to a weekend drama competition and forms an unexpected bond with troubled teen Billy.,86 min,6.8
70308278,Mission Blue,Movie,"Robert Nixon, Fisher Stevens","United States, Bermuda, Ecuador","August 15, 2014",2014,Documentaries,This documentary follows oceanographer Sylvia Earle's campaign to save the world's oceans from threats such as overfishing and toxic waste.,94 min,8.1
80175483,Mission Control: The Unsung Heroes of Apollo,Movie,David Fairhead,"United States, United Kingdom","August 13, 2017",2017,Documentaries,"Combining archive footage with present-day interviews, this documentary explores how Apollo's mission control helped change the course of history.",100 min,7.7
70109375,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Movie,Apoorva Lakhia,India,"May 16, 2019",2008,"Action & Adventure, International Movies, Music & Musicals",A television journalist makes a risky career move by accepting a job offer from a controversial Istanbul television station.,119 min,4
80198632,Mission of Honor,Movie,David Blair,"United Kingdom, Poland","July 29, 2019",2018,"Action & Adventure, Dramas","As Hitler's Nazis threaten to take command of Britain's skies, a squadron of Polish pilots arrives to aid the Royal Air Force against a mutual enemy.",107 min,6.2
80163368,Mission: Destroy Love,Movie,Osman Ali,Malaysia,"August 7, 2017",2014,"Comedies, International Movies, Romantic Movies",Two strangers meet by chance on a trip to Thailand and form a connection when they realize their former romantic partners ended up getting together.,93 min,0
80038337,Mississippi Grind,Movie,"Anna Boden, Ryan Fleck",United States,"July 26, 2018",2015,"Dramas, Independent Movies",A gambler mired in debt thinks another cardsharp may just be his good luck charm as the two head for New Orleans to buy into a high-stakes poker game.,109 min,6.4
70296733,Mitt,Movie,Greg Whiteley,United States,"January 24, 2014",2014,Documentaries,The real Mitt Romney is revealed in this documentary that goes beyond the sound bites with unprecedented access to his 2012 presidential campaign.,93 min,7
80239503,Mo Amer: The Vagabond,Movie,Stan Lathan,United States,"October 9, 2018",2018,Stand-Up Comedy,"Arab-American comedian Mo Amer recounts his life as a refugee comic, from traveling with the name Mohammed to his long path to citizenship.",57 min,7.5
81054495,Mo Gilligan: Momentum,Movie,Chris Howe,United Kingdom,"September 30, 2019",2019,Stand-Up Comedy,"Comedian Mo Gilligan blends smooth moves and sharp humor as he riffs on humble beginnings, family dynamics and the complex art of dancing in the club.",64 min,6.3
80213536,Mob Psycho 100,TV Show,,Japan,"May 22, 2018",2018,"International TV Shows, TV Action & Adventure, TV Comedies","There's an organization gathering espers for a nefarious purpose. Powerful psychic Mob, however, is just trying to be the protagonist of his own life.",1 Season,8.4
80189183,Mobile Suit Gundam UC,TV Show,,Japan,"September 20, 2018",2014,"Anime Series, International TV Shows","When Banagher Links meets the mysterious Audrey Burne, he inherits the Unicorn Gundam and is swept up into the battle for space colony independence.",1 Season,8
80150290,Mobile Suit Gundam: Iron-Blooded Orphans,TV Show,,Japan,"November 1, 2019",2016,"Anime Series, International TV Shows","On a terraformed post-disaster Mars, a group of child security agents rebel against the adults who betrayed them and the oppressive Earth government.",2 Seasons,8.2
80176716,Moh Maya Money,Movie,Munish Bhardwaj,India,"May 1, 2017",2016,"Dramas, Independent Movies, International Movies","After investing in a shady deal that quickly falls apart, a morally flexible real estate agent involves his wife in a dangerous recovery plan.",109 min,5.8
80220676,Mohawk,Movie,Ted Geoghegan,United States,"June 30, 2018",2017,"Action & Adventure, Horror Movies, Independent Movies","During the War of 1812, two Native Americans and their British ally are pursued into enemy territory by American soldiers thirsting for revenge.",92 min,4.5
80104257,Mohenjo Daro,Movie,Ashutosh Gowariker,India,"August 2, 2018",2016,"Action & Adventure, Dramas, International Movies","A courageous villager moves to the ancient city of Mohenjo Daro, where he falls for the daughter of a priest and does battle with a tyrant.",168 min,6.5
80053475,Mojave,Movie,William Monahan,United States,"July 26, 2018",2015,"Dramas, Independent Movies, Thrillers",A lethal game of cat and mouse stretches from the desert to Tinseltown after Hollywood bad boy Thomas runs afoul of a cunning and dangerous drifter.,93 min,5.5
81165769,Mokalik (Mechanic),Movie,Kunle Afolayan,Nigeria,"September 1, 2019",2019,"Dramas, International Movies",A young boy's life shifts when he's sent to work at a mechanic's shop far from his suburban home until an opportunity forces him to make a tough choice.,100 min,6.5
81099996,Molang,TV Show,,France,"July 1, 2019",2015,Kids' TV,"An imaginative, big-hearted bunny and his friend, a shy chick, explore the everyday joys of their pastel-colored world.",1 Season,8.5
80201175,Mom,Movie,Ravi Udyawar,India,"August 21, 2018",2017,"Dramas, International Movies, Thrillers","After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free.",139 min,7.5
80116687,Momo Salon,TV Show,,South Korea,"July 1, 2017",2014,"International TV Shows, Korean TV Shows, Romantic TV Shows","An aspiring hair stylist opens her own salon. It turns into a mail-holding hub for busy neighbors, but she seizes the chance to promote her business.",1 Season,6.2
81172848,Moms at War,Movie,Omoni Oboli,Nigeria,"April 13, 2020",2018,"Comedies, Dramas, International Movies","Two fierce mothers become rivals when a school contest forces their kids, both model students, to compete against one another to be the best in class.",92 min,5.5
60031284,Mona Lisa Smile,Movie,Mike Newell,United States,"January 1, 2019",2003,Dramas,"In 1953, the women of Wellesley College are measured by how well they marry – until the arrival of a professor who threatens to upend the status quo.",119 min,6.7
80211572,Monarca,TV Show,,Mexico,"January 1, 2021",2021,"International TV Shows, Spanish-Language TV Shows, TV Dramas","After 20 years, Ana María returns to Mexico and vies for control of her family's tequila empire as it threatens to crumble under corruption and secrets.",1 Season,8.2
80142617,Money,Movie,Martin Rosete,"United States, Spain","October 15, 2017",2016,Thrillers,"Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand.",84 min,7.5
80224602,Money for Nothing,TV Show,,,"July 12, 2019",2015,"British TV Shows, International TV Shows, Reality TV","Aided by designers and craftspeople, entrepreneur Sarah Moore rescues items bound for the garbage dump and turns them into valuable, unique objects.",1 Season,5.8
1179583,Money Talks,Movie,Brett Ratner,United States,"November 1, 2019",1997,"Action & Adventure, Comedies","TV news reporter James Russell helps put small-time criminal Franklin Hatchett in jail, but turns to protecting Hatchett when he escapes from prison.",96 min,6.4
81076251,Money Trap,Movie,Yılmaz Erdoğan,Turkey,"April 26, 2019",2019,"Comedies, Dramas, International Movies","When his daughter and son-in-law fall prey to a scam, Istanbul con man Asım Noyan meets his match in a madcap kingpin of an underground gambling world.",122 min,6.1
81193245,MONKART,TV Show,,,"October 18, 2019",2017,"Kids' TV, Korean TV Shows",Jin and his dragon monster Draka set out on a racing adventure and try to save the kingdom from evil forces.,1 Season,6.2
80178464,Monkey Planet,TV Show,,United Kingdom,"March 31, 2017",2014,"British TV Shows, Docuseries, Science & Nature TV","Join zoologist Dr. George McGavin for a fascinating, up-close look at the habits and behaviors of primates, our closest animal relatives.",1 Season,7.9
80224294,Monkey Twins,TV Show,,Thailand,"September 2, 2018",2018,"Crime TV Shows, International TV Shows, TV Action & Adventure","Inspired by Khon dance drama and Thai martial arts, a fighter scarred by the past joins forces with a determined cop to battle an organized crime ring.",1 Season,7.7
80092781,Monkey Up,Movie,Robert Vince,Canada,"March 19, 2016",2016,"Children & Family Movies, Comedies",A talking monkey famous for his TV commercials dreams of breaking into real movies. But first he stumbles upon a brother and sister who need his help.,83 min,4.9
81035887,Monopoly (The Bank Of Luck),Movie,Ahmed El Gendy,Egypt,"June 15, 2019",2017,"Comedies, International Movies","Seeking revenge on his employer, a lazy bank agent and his two dim-witted friends concoct an elaborate but flawed heist.",117 min,6
80194610,Monster Family,Movie,Holger Tappe,"Germany, United Kingdom","April 4, 2018",2017,Children & Family Movies,A family’s festive Halloween plans take a spooky turn when an evil witch's curse transforms the costumed clan into actual monsters.,93 min,4.9
70291094,Monster High 13 Wishes,Movie,Steve Sacks,United States,"March 1, 2018",2013,Children & Family Movies,"It's a new school year at Monster High, and the little sister of Clawdeen Wolf, Howleen, is determined to be more fangtastic than ever.",73 min,7.3
80019931,"Monster High: Boo York, Boo York",Movie,William Lau,United States,"September 29, 2015",2015,"Children & Family Movies, Music & Musicals",Cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. But the sinister Nefera has other plans.,72 min,7.2
80020131,Monster High: Escape from Skull Shores,Movie,"Steve Ball, Andrew Duncan",United States,"January 1, 2018",2012,Children & Family Movies,"A swanky cruise veers off course for Lagoona and her friends when they're left stranded on Skull Shores, an island with a notorious beast.",46 min,7.2
80019930,Monster High: Freaky Fusion,Movie,"William Lau, Sylvain Blais",United States,"January 30, 2018",2014,Children & Family Movies,"When Frankie Stein travels back in time, a teen scientist follows her home into the present and causes a lab accident that creates four new monsters.",74 min,7.3
70286028,Monster High: Friday Night Frights,Movie,Dustin McKenzie,United States,"January 1, 2018",2013,Children & Family Movies,"In their bid to win the Skulltimate Roller Maze championship, Monster High loses its star players, Clawd and Deuce, to injury.",46 min,7.3
80020036,Monster High: Fright On!,Movie,"Victor Dal Chele, Alfred Gimeno",United States,"January 1, 2018",2011,Children & Family Movies,"Big changes are afoot at Monster High when administrators announce a merger with two other schools, designed to bring all monsters together.",46 min,7.3
70301472,"Monster High: Frights, Camera, Action!",Movie,William Lau,United States,"January 1, 2018",2014,Children & Family Movies,"Draculaura is whisked to Transylvania to be crowned vampire queen, but when she learns she's been duped, the search is on for the true royal heir.",74 min,7.1
70250369,Monster High: Ghouls Rule,Movie,"Mike Fetterly, Steve Sacks",United States,"March 1, 2018",2012,Children & Family Movies,"After learning that monsters and ""Normies"" used to spend Halloween together, Frankie Stein and her pals rally both groups for a frightfully good time.",71 min,6.7
80095089,Monster High: Great Scarrier Reef,Movie,William Lau,United States,"October 1, 2017",2016,Children & Family Movies,"At a Monster High party, Lagoona and pals are sucked into the reef, where she'll have to come to terms with her flaws and confront an old frenemy.",72 min,6.5
80020132,Monster High: Haunted,Movie,"Dan Fraga, William Lau",United States,"March 24, 2018",2015,Children & Family Movies,"Hearing that their old school is being haunted, Spectra Vondergeist and her pals head back to Monster High to get to the bottom of the scary spookery.",76 min,6.5
80208176,Monster High: New Ghoul at School,Movie,"Audu Paden, Eric Radomski",United States,"October 1, 2017",2010,Children & Family Movies,"Insecure new student Frankie Stein struggles to fit in at Monster High, where ultra-cool ghoul Cleo De Nile and hunky monster Deuce rule the roost.",23 min,7.3
80004286,"Monster High: Scaris, City of Frights",Movie,"Dustin McKenzie, Andrew Duncan, Audu Paden",United States,"July 7, 2015",2013,Children & Family Movies,"When Clawdeen gets a chance to study with a top fashion designer, she and her pals hop on a plane to Scaris, France, the city where screams come true.",60 min,7.2
70286029,Monster High: Why Do Ghouls Fall in Love?,Movie,"Dustin McKenzie, Steve Sacks",United States,"January 1, 2018",2013,Children & Family Movies,Draculaura's ghoulfriends have some suspicions about one of her two persistent suitors – but can they stop him before he steals her un-beating heart?,46 min,7.3
70044595,Monster House,Movie,Gil Kenan,United States,"December 1, 2020",2006,"Children & Family Movies, Comedies","A trio of friends sets out to expose the terrors of a vacant neighborhood house, which appears to have a craving for people — and a life of its own.",91 min,6.7
80173001,Monster Island,Movie,Leopoldo Aguilar,"India, Mexico","December 1, 2017",2017,Children & Family Movies,"When a teenager discovers he's not really human, he ventures out to a remote island to explore his roots and confronts a series of wild challenges.",81 min,2.9
70021634,Monster-in-Law,Movie,Robert Luketic,"United States, Germany","January 1, 2020",2005,"Comedies, Romantic Movies",An office temp thinks she's found Mr. Right when she starts dating a handsome surgeon. But there's a problem standing in the way of everlasting bliss.,101 min,5.8
70253597,Monsters: Dark Continent,Movie,Tom Green,United Kingdom,"January 10, 2020",2014,"Action & Adventure, Dramas, Independent Movies",An American platoon stationed in the Middle East is thrust into battle with a breed of tentacled aliens whose rapid spread threatens human survival.,119 min,4.5
81032669,Monty Don's French Gardens,TV Show,Rachel Bell,United Kingdom,"July 26, 2019",2013,"British TV Shows, Docuseries, International TV Shows","TV personality Monty Don visits France’s most famous gardens to dig up the influence of power, culture and passion on their conceptions and designs.",1 Season,8.1
81032659,Monty Don's Italian Gardens,TV Show,,United Kingdom,"July 26, 2019",2011,"British TV Shows, Docuseries, International TV Shows","From horticultural hideaways to luxurious botanical displays, TV personality Monty Don explores the history behind Italy’s most extraordinary gardens.",1 Season,8.4
771476,Monty Python and the Holy Grail,Movie,"Terry Gilliam, Terry Jones",United Kingdom,"January 2, 2019",1975,"Action & Adventure, Classic Movies, Comedies",The Monty Python comedy clan skewers King Arthur and his Knights of the Round Table as they quest far and wide for the Holy Grail.,92 min,8.2
80236359,Monty Python Best Bits (mostly),TV Show,,United Kingdom,"October 2, 2018",2014,"British TV Shows, Docuseries, TV Comedies","Prominent comedians pay tribute to Monty Python's best work in this five-part series, along with selected clips of sketches.",1 Season,7.5
70118860,Monty Python Conquers America,Movie,Will Yapp,,"October 2, 2018",2008,Documentaries,Follow the evolution of the British sketch comedy troupe that redefined humor and shaped an entire generation of American comics.,55 min,0
80017240,"Monty Python Live (Mostly): One Down, Five to Go",Movie,Eric Idle,United Kingdom,"October 2, 2018",2014,Comedies,"Live from London in a sold-out final show, surviving members of the British comedy troupe reprise old roles and break out in irreverent song and dance.",137 min,7.7
70118859,Monty Python: Before the Flying Circus,Movie,Will Yapp,United Kingdom,"October 2, 2018",2000,"Comedies, Documentaries","Discover how six seemingly ordinary but supremely talented men became Monty Python, sketch comedy's revolutionary comedy troupe.",56 min,7.2
80236356,Monty Python: Live at Aspen,Movie,,United States,"October 2, 2018",1998,"Comedies, Documentaries",The members of Monty Python reunite on stage to talk about making their iconic show that changed sketch comedy forever.,58 min,7.7
80236778,Monty Python: Live at The Hollywood Bowl,Movie,"Terry Hughes, Ian MacNaughton",United Kingdom,"October 2, 2018",1982,Comedies,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling.""",80 min,7.9
80236470,Monty Python: The Meaning of Live,Movie,"Roger Graef, James Rogan",United Kingdom,"October 2, 2018",2014,Documentaries,"From heyday to curtain call, this documentary offers a rare glimpse of the legendary Monty Python troupe as it stages live shows after a long hiatus.",94 min,7.5
70213237,Monty Python's Almost the Truth,TV Show,,United Kingdom,"October 2, 2018",2009,"British TV Shows, Docuseries","The legacy of comedy group Monty Python, whose irreverent brand of humor has tickled the ribs of millions, is explored in this documentary.",1 Season,8.1
80236357,Monty Python's Fliegender Zirkus,TV Show,,"United Kingdom, West Germany","October 2, 2018",1972,"International TV Shows, TV Comedies","The Pythons elevate the absurd to new heights and bring their sketches to German TV, working in phonetic German, at times with an Australian accent.",1 Season,8
70213238,Monty Python's Flying Circus,TV Show,,United Kingdom,"October 2, 2018",1974,"British TV Shows, Classic & Cult TV, International TV Shows","The Monty Python players make their mark with a winning mix of wit, ingenuity and brilliant timing – and a penchant for mockery and cross-dressing.",4 Seasons,8.2
699257,Monty Python's Life of Brian,Movie,Terry Jones,United Kingdom,"October 2, 2018",1979,"Classic Movies, Comedies, Cult Movies","Born in a stable in Judea, Brian grows up to join a group of anti-Roman zealots, but his fate keeps getting confused with that of a certain carpenter.",94 min,8.1
80237311,Monty Python's Personal Best,TV Show,,"United States, United Kingdom","October 2, 2018",2005,"British TV Shows, TV Comedies",Original members of the iconic Monty Python comedy troupe pick their all-time favorite sketches from their groundbreaking television series.,1 Season,8
81105406,Monzón: A Knockout Blow,TV Show,,Argentina,"October 25, 2019",2018,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","This dramatization tells the story of Argentine boxing champion Carlos Monzón, as well as the investigation into the death of his wife Alicia Muñiz.",1 Season,8.1
70112500,Moon,Movie,Duncan Jones,"United Kingdom, United States","January 1, 2020",2009,"Dramas, Independent Movies, Sci-Fi & Fantasy","As he nears the end of a lonely three-year stint on the moon base Sarang, astronaut Sam Bell begins to hear and see strange things.",97 min,7.9
80121348,Moonlight,Movie,Barry Jenkins,United States,"May 21, 2019",2016,"Dramas, Independent Movies, LGBTQ Movies","In a crime-infested Miami neighborhood, a gay African-American boy with a drug-addicted mother grows up with the help of a mentoring drug dealer.",111 min,7.3
